id,location_big,location,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
17413,"Bucuresti, zona Crangasi",Crangasi,prepay,apartament,semidecomandat,1,85000,3,70,,1984,bloc de apartamente,P+8E,8,8,,2,,,
17414,"Bucuresti, Sector 1, zona P-ta Romana",P-ta Romana,agency,apartament,semidecomandat,1,69999,2,74,74,1984,bloc de apartamente,S+P+3E,1,3,1,2,,,1
17415,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,86000,3,74,82,2020,bloc de apartamente,P+4E,2,4,1,2,,,2
17416,"Bucuresti, zona Dristor",Dristor,agency,apartament,semidecomandat,1,47000,1,32,35,1981,bloc de apartamente,P+10E,2,10,1,1,,,
17417,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,165644,4,96,118,2019,bloc de apartamente,P+4E,1,4,1,2,,,1
17418,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,71500,3,59,61,1968,bloc de apartamente,S+P+4E,Parter,4,,1,,1,1
17419,"Bucuresti, Sector 4, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,55500,2,63,70,2020,bloc de apartamente,D+P+5E,5,5,1,1,,1,1
17420,"Bucuresti, Sector 2, zona Vatra Luminoasa",Vatra Luminoasa,agency,apartament,decomandat,1,55000,1,27,34,1967,bloc de apartamente,P+10E,9,10,1,1,,,1
17421,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,495000,4,125,,2014,bloc de apartamente,P+4E,2,4,,3,,2,
17422,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,lux,70000,1,31,40,2020,bloc de apartamente,D+P+4E,3,4,1,1,,,1
17423,"Bucuresti, zona Dacia",Dacia,agency,apartament,semidecomandat,1,213000,3,81,115,2019,bloc de apartamente,P+8E,3,8,1,2,,,
17424,"Bucuresti, Sector 4, zona Eroii Revolutiei",Eroii Revolutiei,agency,apartament,semidecomandat,1,195700,5,226,250,2013,bloc de apartamente,S+P+2E+M,2,2,2,3,,1,3
17425,"Bucuresti, Sector 3, zona Vitan",Vitan,agency,apartament,decomandat,lux,115290,2,65,80,2020,bloc de apartamente,S+P+5E,1,5,1,1,,1,1
17426,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,,42900,2,47,55,2019,bloc de apartamente,P+6E,5,6,,1,,,1
17427,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,prepay,apartament,semidecomandat,1,145000,3,88,,2021,bloc de apartamente,P+10E,2,10,,2,1,,
17428,"Bucuresti, Sector 4, zona Alexandru Obregia",Alexandru Obregia,agency,apartament,decomandat,1,42000,1,32,,1978,bloc de apartamente,S+P+10E,2,10,1,1,,,1
17429,"Bucuresti, zona Dristor",Dristor,agency,apartament,decomandat,1,74900,2,60,60,1976,bloc de apartamente,P+10E,7,10,1,1,,,
17430,"Bucuresti, zona Gradina Icoanei",Gradina Icoanei,agency,apartament,decomandat,lux,330000,2,84,119,2017,bloc de apartamente,P+4E,Parter,4,1,2,1,,
17501,"Bucuresti, zona P-ta Presei Libere",P-ta Presei Libere,agency,apartament,semidecomandat,1,150000,2,65,70,2007,bloc de apartamente,P+14E,4,14,1,2,,1,1
17502,"Bucuresti, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,118857,3,83,89,2020,bloc de apartamente,D+P+7E,1,7,1,2,,,1
17503,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,231431,3,101,123,2020,bloc de apartamente,P+5E,3,5,1,2,,,1
17504,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,79000,2,50,54,1970,bloc de apartamente,P+10E,9,10,1,1,,,1
17505,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,,27500,1,30,32,2020,bloc de apartamente,D+P+5E,2,5,,1,,,1
17506,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,prepay,apartament,decomandat,lux,123998,3,100,,2019,bloc de apartamente,P+3E,2,3,,2,,,
17507,"Bucuresti, zona Dristor",Dristor,agency,apartament,semidecomandat,1,89500,4,88,90,1983,bloc de apartamente,P+8E,Parter,8,1,2,,,
17508,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,361990,4,185,215,2007,bloc de apartamente,P+3E,3,3,1,4,,,
17509,"Bucuresti, zona Domenii",Domenii,agency,apartament,semidecomandat,1,195000,4,82,100,2020,bloc de apartamente,P+4E,3,4,1,2,,1,1
17510,"Bucuresti, zona Colentina",Colentina,agency,apartament,semidecomandat,1,69350,2,66,84,2020,bloc de apartamente,P+4E,4,4,1,1,,,
17511,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,2,44000,2,36,37,1978,bloc de apartamente,P+10E,7,10,,1,,,
17512,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,decomandat,lux,220000,3,98,105,2007,bloc de apartamente,P+4E,1,4,1,2,,,1
17513,"Bucuresti, Sector 5, zona Salaj",Salaj,agency,apartament,semidecomandat,2,28500,2,35,37,1974,bloc de apartamente,P+4E,4,4,1,1,,,1
17514,"Bucuresti, zona Pacii",Pacii,agency,apartament,semidecomandat,1,69900,1,46,55,2017,bloc de apartamente,P+11E,10,11,1,1,,,1
17515,"Bucuresti, zona Sisesti",Sisesti,prepay,apartament,decomandat,lux,87900,2,66,,2020,bloc de apartamente,P+5E,4,5,,,,,
17516,"Bucuresti, Sector 2, zona Iancului",Iancului,agency,apartament,semidecomandat,1,54000,1,32,,1978,bloc de apartamente,P+10E,7,10,1,1,,,
17517,"Bucuresti, Sector 4, zona Berceni",Berceni,prepay,apartament,semidecomandat,2,43000,2,37,,1984,bloc de apartamente,P+10E,8,10,1,1,,,1
17518,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,66000,3,65,83,2021,bloc de apartamente,P+8E,5,8,1,2,,,1
17519,"Bucuresti, zona Basarabia",Basarabia,agency,apartament,semidecomandat,1,67000,2,52,56,1970,bloc de apartamente,P+4E,1,4,1,1,,1,
17520,"Bucuresti, zona Gorjului",Gorjului,agency,apartament,semidecomandat,1,92000,3,66,79,1980,bloc de apartamente,P+9E,3,9,1,1,,,1
17521,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,27500,1,30,34,2019,bloc de apartamente,D+P+5E,2,5,,1,,,1
17522,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,decomandat,1,83500,2,68,68,2020,bloc de apartamente,P+3E,1,3,1,1,,,1
17523,"Bucuresti, Sector 4, zona Parcul Carol",Parcul Carol,agency,apartament,decomandat,1,71000,3,71,,1970,casa/vila,P+2E+M,Mansarda,2,1,1,,,
17524,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,semidecomandat,1,86000,2,55,65,1986,bloc de apartamente,S+P+8E,4,8,1,1,,,1
17525,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,90000,3,84,84,1987,bloc de apartamente,P+8E,5,8,1,2,,,2
17526,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,lux,150000,3,103,103,2020,bloc de apartamente,S+P+3E,Parter,3,1,2,,1,1
17527,"Bucuresti, Sector 2, zona Obor",Obor,agency,apartament,decomandat,1,62500,2,49,60,1940,casa/vila,S+P,1,,1,1,,,
17528,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,decomandat,1,248000,3,98,105,2010,bloc de apartamente,,3,,1,2,,,
17529,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,semidecomandat,lux,68600,2,47,56,2021,bloc de apartamente,P+6E,1,6,1,1,,,1
17530,"Bucuresti, Sector 2, zona Doamna Ghica",Doamna Ghica,agency,apartament,semidecomandat,1,89000,3,70,130,2019,bloc de apartamente,S+P+4E,3,4,1,1,,1,1
17601,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,semidecomandat,1,58800,2,46,53,2014,bloc de apartamente,D+P+7E,5,7,,1,,,1
17602,"Bucuresti, Sector 5, zona Unirii",Unirii,agency,apartament,semidecomandat,lux,174000,2,94,115,2008,bloc de apartamente,S+P+9E,2,9,1,2,1,,1
17603,"Bucuresti, Sector 2, zona Morarilor",Morarilor,agency,apartament,decomandat,1,68500,3,65,73,1973,bloc de apartamente,P+14E,8,14,1,1,,,1
17604,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,lux,67583,1,35,49,2020,casa/vila,P+2E+M,1,2,1,1,,,1
17605,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,,,155000,3,79,87,,bloc de apartamente,P+12E,10,12,1,2,,,1
17606,"Bucuresti, Sector 1, zona Aviatorilor",Aviatorilor,agency,apartament,decomandat,lux,579900,4,143,192,2008,bloc de apartamente,S+P+5E,2,5,1,2,,,1
17607,"Bucuresti, Sector 4, zona Unirii",Unirii,agency,apartament,decomandat,1,118000,2,65,78,2009,bloc de apartamente,D+P+5E,1,5,1,1,8,,1
17608,"Bucuresti, zona Baneasa",Baneasa,prepay,apartament,decomandat,1,115000,3,72,,,,P+3E,1,3,,2,,,
17610,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,58500,2,50,61,2020,bloc de apartamente,P+6E,5,6,1,1,,,1
17611,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,70500,1,36,53,2021,bloc de apartamente,S+P+7E,3,7,,1,,1,1
17612,"Bucuresti, Sector 1, zona Sala Palatului",Sala Palatului,agency,apartament,semidecomandat,1,73000,3,50,75,1965,bloc de apartamente,P+9E,9,9,1,1,,,1
17613,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,decomandat,1,150000,3,90,100,1983,bloc de apartamente,P+10E,7,10,1,2,,,3
17614,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,prepay,apartament,decomandat,1,137000,4,110,,1984,bloc de apartamente,,6,,,1,,,
17615,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,137500,2,56,,2020,bloc de apartamente,P+3E,1,3,1,2,,,2
17616,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,96000,3,81,96,2020,bloc de apartamente,D+P+5E,3,5,1,2,,,1
17617,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,decomandat,lux,136000,3,69,94,2019,bloc de apartamente,P+5E+M,1,5,1,1,,,1
17618,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,44700,2,48,62,2020,bloc de apartamente,P+5E,1,5,1,1,,,1
17619,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,120000,3,70,76,2017,bloc de apartamente,P+10E,2,10,1,2,,1,1
17620,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,semidecomandat,2,49900,2,38,44,1975,bloc de apartamente,S+P+4E,Parter,4,1,1,,1,
17621,"Bucuresti, Sector 1, zona 1 Mai",1 Mai,agency,apartament,semidecomandat,1,69500,2,48,57,1965,bloc de apartamente,P+7E,Parter,7,1,1,,,
17622,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,100000,2,51,51,1976,bloc de apartamente,P+10E,9,10,1,1,,,1
17623,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,semidecomandat,1,100000,3,75,80,2011,bloc de apartamente,P+3E,1,3,1,2,,,2
17624,"Bucuresti, Sector 2, zona Ultracentral",Ultracentral,agency,apartament,,1,78000,1,39,43,2020,bloc de apartamente,P+8E,5,8,1,1,,,1
17625,"Bucuresti, Sector 1, zona Grivita",Grivita,agency,apartament,semidecomandat,1,49900,2,47,59,1935,bloc de apartamente,S+P+3E+M,3,3,1,1,,1,
17626,"Bucuresti, zona Aviatorilor",Aviatorilor,agency,apartament,decomandat,1,99000,2,54,59,1982,bloc de apartamente,P+10E,1,10,1,1,,,1
17627,"Bucuresti, Sector 3, zona P-ta Muncii",P-ta Muncii,agency,apartament,semidecomandat,1,62000,2,54,54,1980,bloc de apartamente,P+10E,10,10,1,1,,,1
17628,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,semidecomandat,1,73000,2,55,66,2010,bloc de apartamente,S+P+3E,3,3,,1,,,1
17629,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,117000,2,92,112,2020,bloc de apartamente,S+P+7E,1,7,1,1,,,1
17630,"Bucuresti, zona Drumul Taberei",Drumul Taberei,prepay,apartament,decomandat,lux,129900,4,90,,2020,casa/vila,P+3E,Parter,3,,2,,,
17701,"Bucuresti, zona Doamna Ghica",Doamna Ghica,agency,apartament,decomandat,1,69500,2,50,60,1977,bloc de apartamente,P+10E,8,10,1,1,,,1
17702,"Bucuresti, zona Capitale",Capitale,agency,apartament,semidecomandat,1,147000,2,60,70,1936,casa/vila,P+2E,2,2,1,1,,,
17705,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,59000,2,60,80,2018,bloc de apartamente,P+3E,3,3,1,1,,,1
17706,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,,85000,2,48,,2015,bloc de apartamente,,Parter,,1,1,,1,
17707,"Bucuresti, zona Colentina",Colentina,agency,apartament,semidecomandat,1,64100,2,49,59,2020,bloc de apartamente,P+4E,2,4,1,1,,,
17708,"Bucuresti, Sector 6, zona Virtutii",Virtutii,agency,apartament,decomandat,1,105000,4,82,92,1970,bloc de apartamente,P+4E,2,4,1,2,,,1
17714,"Bucuresti, Sector 4, zona Vacaresti",Vacaresti,agency,apartament,decomandat,1,134980,3,72,85,2018,bloc de apartamente,P+13E,3,13,1,2,,,1
17716,"Bucuresti, zona Basarabia",Basarabia,prepay,apartament,semidecomandat,1,75000,3,65,,1984,bloc de apartamente,P+10E,9,10,,2,,,
17718,"Bucuresti, Sector 1, zona P-ta Presei Libere",P-ta Presei Libere,agency,apartament,decomandat,lux,111900,3,89,140,2020,bloc de apartamente,S+P+11E,2,11,1,2,,,2
17720,"Bucuresti, zona Iancului",Iancului,agency,apartament,decomandat,1,78000,3,72,86,1978,bloc de apartamente,P+10E,9,10,1,1,,,2
17721,"Bucuresti, zona Vitan Mall",Vitan Mall,agency,apartament,semidecomandat,1,90000,2,58,66,1990,bloc de apartamente,P+4E,2,4,1,1,,1,2
17722,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,1095000,4,203,250,2009,bloc de apartamente,P+6E,5,6,1,3,,2,4
17723,"Bucuresti, zona Central",Central,agency,apartament,decomandat,1,67000,2,51,65,1969,bloc de apartamente,P+8E,8,8,1,1,,,1
17724,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,semidecomandat,1,72000,2,49,57,1960,bloc de apartamente,P+7E,6,7,1,1,,,1
17725,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,32900,1,39,48,2020,bloc de apartamente,S+P+6E,1,6,1,1,1,1,1
17726,"Bucuresti, zona Rahova",Rahova,agency,apartament,decomandat,1,71000,3,70,84,1982,bloc de apartamente,P+8E,4,8,1,2,,,1
17728,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,1,175000,3,65,65,1970,bloc de apartamente,P+2E,Parter,2,1,1,,,1
17802,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,31500,1,35,46,2020,bloc de apartamente,P+8E,2,8,1,1,,,1
17804,"Bucuresti, Sector 2, zona Dacia",Dacia,agency,apartament,decomandat,lux,153000,2,64,76,2019,bloc de apartamente,S+P+8E,4,8,1,1,,,1
17806,"Bucuresti, zona Titan",Titan,agency,apartament,semidecomandat,1,66500,2,50,52,1970,bloc de apartamente,P+4E,1,4,1,1,,1,1
17807,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,89500,2,54,63,2020,bloc de apartamente,P+7E,1,7,1,1,,,1
17809,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,1350000,4,208,250,2014,bloc de apartamente,S+P+7E,2,7,1,3,1,1,2
17811,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,83900,2,41,46,1984,bloc de apartamente,P+4E,4,4,1,1,,,1
17812,"Bucuresti, zona Romana",Romana,agency,apartament,decomandat,1,249000,5,94,113,1938,bloc de apartamente,P+4E,4,4,1,1,,,2
17814,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,85092,2,58,68,2020,bloc de apartamente,P+4E,1,4,1,1,,,1
17817,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,69000,2,51,62,2019,bloc de apartamente,P+5E,Parter,5,1,1,,,
17818,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,82000,2,53,63,1984,bloc de apartamente,P+4E,3,4,1,1,,1,1
17819,"Bucuresti, zona Foisorul de Foc",Foisorul de Foc,agency,apartament,semidecomandat,1,85900,3,75,90,1935,bloc de apartamente,P+3E,1,3,,2,,,1
17821,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,lux,118000,2,51,,2020,bloc de apartamente,S+P+13E,4,13,1,1,,1,1
17822,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,52900,2,64,76,2020,bloc de apartamente,P+8E,2,8,1,1,,1,1
17823,"Bucuresti, Sector 5, zona Rahova",Rahova,agency,apartament,decomandat,1,55000,1,38,42,1990,bloc de apartamente,P+8E,1,8,1,1,,,1
17826,"Bucuresti, zona Tei",Tei,agency,apartament,decomandat,1,85000,3,67,72,1990,bloc de apartamente,P+10E,6,10,1,2,,,1
17827,"Bucuresti, zona P-ta Unirii",P-ta Unirii,agency,apartament,decomandat,1,224900,5,120,130,1996,bloc de apartamente,P+7E,7,7,1,2,,,3
17829,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,58200,2,53,59,2020,bloc de apartamente,P+5E,4,5,1,1,,,1
17901,"Bucuresti, zona Domenii",Domenii,agency,apartament,semidecomandat,1,147000,2,79,80,1940,casa/vila,P+2E,Parter,2,1,1,,1,1
17904,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,200000,4,91,94,1990,bloc de apartamente,P+7E,1,7,,2,,,
17905,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,105390,1,48,58,2022,bloc de apartamente,P+5E,1,5,1,1,,,1
17907,"Bucuresti, zona Grivita",Grivita,agency,apartament,semidecomandat,1,65000,3,67,75,1967,bloc de apartamente,P+7E,7,7,,1,,,
17908,"Bucuresti, Sector 6, zona Plevnei",Plevnei,agency,apartament,semidecomandat,1,195000,3,120,140,2010,bloc de apartamente,P+12E,3,12,1,2,,,2
17909,"Bucuresti, Sector 1, zona Nordului",Nordului,agency,apartament,decomandat,lux,349000,4,166,199,2008,bloc de apartamente,S+P+7E,2,7,1,3,1,1,2
17910,"Bucuresti, zona Rahova",Rahova,prepay,apartament,decomandat,lux,84000,3,70,,1984,bloc de apartamente,P+4E,4,4,,2,,,
17911,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,decomandat,1,557000,4,155,265,2007,bloc de apartamente,P+5E,Parter,5,1,3,,,1
17914,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,decomandat,1,94000,2,77,77,2020,bloc de apartamente,P+3E,1,3,1,1,,,1
17917,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,133000,2,74,97,2009,bloc de apartamente,S+P+7E,7,7,1,1,,,1
17918,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,63000,1,40,50,1987,bloc de apartamente,S+P+8E,1,8,1,1,,,1
17919,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,91000,3,85,96,2019,bloc de apartamente,D+P+7E,4,7,1,1,,,1
17921,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,,46057,1,42,,2021,bloc de apartamente,S+P+11E,6,11,1,1,,,1
17922,"Bucuresti, zona Antiaeriana",Antiaeriana,agency,apartament,decomandat,1,78000,2,60,73,2020,bloc de apartamente,P+4E,1,4,1,1,,,1
17924,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,125000,3,75,78,1989,bloc de apartamente,P+8E,7,8,,2,,,1
17928,"Bucuresti, Sector 3, zona Basarabia",Basarabia,agency,apartament,decomandat,1,75500,2,54,,1980,bloc de apartamente,P+10E,1,10,1,1,,,1
17929,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,210000,4,93,110,2019,bloc de apartamente,P+3E+M,1,3,1,2,,1,1
17930,"Bucuresti, zona Drumul Sarii",Drumul Sarii,agency,apartament,semidecomandat,1,67000,2,54,60,1987,bloc de apartamente,P+10E,9,10,1,1,,,1
18001,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,59000,2,68,74,2018,bloc de apartamente,P+8E,2,8,1,1,,1,1
18002,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,nedecomandat,1,109298,3,67,111,2020,bloc de apartamente,S+P+8E,2,8,1,2,,,1
18003,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,lux,62000,2,62,69,2021,bloc de apartamente,P+7E,2,7,1,1,,,1
18005,"Bucuresti, zona Pipera",Pipera,agency,apartament,,lux,205000,4,,170,2008,bloc de apartamente,S+P,3,,1,2,,2,2
18006,"Bucuresti, zona Dacia",Dacia,agency,apartament,semidecomandat,lux,250000,3,97,120,2008,bloc de apartamente,S+P+5E,5,5,,2,,1,
18007,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,semidecomandat,1,122200,2,52,73,2020,bloc de apartamente,P+12E,3,12,1,1,,1,
18009,"Bucuresti, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,semidecomandat,1,78700,2,51,60,2015,bloc de apartamente,P+4E,4,4,1,1,,,
18010,"Bucuresti, Sector 4, zona Parcul Carol",Parcul Carol,agency,apartament,decomandat,1,139786,3,99,109,2021,bloc de apartamente,S+P+9E,4,9,1,2,,,1
18011,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,41800,2,50,64,2019,bloc de apartamente,P+3E,2,3,1,1,,1,1
18014,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,99000,2,65,77,2016,bloc de apartamente,P+3E,3,3,,1,,,
18015,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,lux,36095,1,38,48,2020,bloc de apartamente,P+6E,1,6,1,1,,1,1
18018,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,349900,3,146,170,2007,bloc de apartamente,P+5E,4,5,1,2,,1,3
18019,"Bucuresti, zona Dacia",Dacia,agency,apartament,decomandat,lux,300900,4,92,230,2019,bloc de apartamente,P+4E,4,4,,2,,,
18021,"Bucuresti, Sector 2, zona Lacul Tei",Lacul Tei,agency,apartament,semidecomandat,1,163000,3,90,119,2020,bloc de apartamente,P+3E,2,3,1,2,,,1
18022,"Bucuresti, Sector 4, zona Giurgiului",Giurgiului,agency,apartament,decomandat,1,32500,1,35,35,2020,bloc de apartamente,D+P+3E,Parter,3,1,1,,,1
18024,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,180000,2,100,160,2010,bloc de apartamente,P+6E,5,6,1,1,,,
18026,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,semidecomandat,2,26800,1,20,24,1975,bloc de apartamente,P+10E,8,10,1,1,,,
18028,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,130000,4,92,,1990,bloc de apartamente,P+8E,Parter,8,1,2,,,
18029,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,lux,76500,2,63,76,2020,bloc de apartamente,D+P+5E,2,5,1,1,,,1
18101,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,262000,2,90,100,2018,bloc de apartamente,P+5E,Parter,5,1,1,,1,
18102,"Bucuresti, Sector 4, zona Eroii Revolutiei",Eroii Revolutiei,agency,apartament,decomandat,1,77000,2,65,80,1947,bloc de apartamente,P+3E+M,2,3,1,1,,1,1
18103,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,244997,4,132,150,1997,bloc de apartamente,P+9E,8,9,1,2,,2,3
18105,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,prepay,apartament,decomandat,lux,93000,3,77,,2019,bloc de apartamente,P+11E,7,11,,2,,,
18106,"Bucuresti, zona Cismigiu",Cismigiu,prepay,apartament,semidecomandat,lux,77000,2,48,,1984,bloc de apartamente,P+4E,2,4,,,,,
18109,"Bucuresti, Sector 4, zona Metalurgiei",Metalurgiei,agency,apartament,decomandat,1,43900,1,36,45,2021,bloc de apartamente,S+P+5E,1,5,1,1,,1,1
18110,"Bucuresti, Sector 3, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,,130000,3,74,,1990,bloc de apartamente,P+4E,2,4,,,,,
18111,"Bucuresti, zona Dristor",Dristor,prepay,apartament,decomandat,1,55000,1,30,,1984,bloc de apartamente,P+10E,7,10,,,,,
18112,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,semidecomandat,1,75000,4,86,95,1986,bloc de apartamente,S+P+8E,Parter,8,,2,,,
18113,"Bucuresti, Sector 1, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,semidecomandat,1,52600,1,35,45,2019,bloc de apartamente,S+P+5E,4,5,1,1,,,1
18121,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,70200,3,77,92,2020,bloc de apartamente,P+4E,4,4,,1,,,
18123,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,semidecomandat,1,124000,3,79,100,2010,bloc de apartamente,P+8E,4,8,1,2,1,1,1
18124,"Bucuresti, Sector 2, zona Floreasca",Floreasca,agency,apartament,decomandat,1,57000,2,52,62,2010,bloc de apartamente,D+P+5E,Demisol,5,1,1,,,
18125,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,270000,3,87,135,2007,bloc de apartamente,P+5E,4,5,1,2,,1,
18126,"Bucuresti, Sector 2, zona Doamna Ghica",Doamna Ghica,agency,apartament,decomandat,2,47500,2,39,45,1975,bloc de apartamente,S+P+10E,7,10,1,1,,,1
18128,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,decomandat,1,107000,3,62,70,1974,bloc de apartamente,P+4E,3,4,1,1,,,1
18130,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,decomandat,lux,133000,2,70,75,1978,bloc de apartamente,P+10E,4,10,1,1,,,
18202,"Bucuresti, zona Rahova",Rahova,agency,apartament,decomandat,1,52700,2,52,57,2018,bloc de apartamente,P+2E,2,2,1,1,,1,1
18203,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,1,67000,1,37,44,1991,bloc de apartamente,P+8E,1,8,1,1,,,1
